EWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
403,9.71E-301,4.47E-143,1.84E-287,2.51E-159,0.197985204,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,9.07E-04,1.74E-02,1.93333852,0.004392369,-1.031608682,0.397949024,6.300353276,-3.755334705,-2.856246974,-9.932484785,-10.20336012,-10.33205511
404,2.22E-301,6.95E-144,1.15E-287,1.08E-159,0.197984883,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,9.07E-04,1.74E-02,1.93333788,0.004390494,-1.031608774,0.397948969,6.300353246,-3.755334822,-2.8565518,-9.932658966,-10.20336614,-10.33205511
405,1.18E-301,4.21E-144,4.01E-289,4.64E-160,0.197984879,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,9.07E-04,1.74E-02,1.933335842,0.004390401,-1.031608775,0.397948961,6.300353191,-3.755335817,-2.856744713,-9.932660613,-10.20345946,-10.33205616
406,5.96E-303,1.67E-144,3.98E-289,2.68E-160,0.197983031,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,9.04E-04,1.74E-02,1.933335491,0.004388032,-1.031608858,0.397948908,6.300353188,-3.755335844,-2.856805554,-9.932719867,-10.20345983,-10.333046
407,3.74E-304,9.60E-145,2.35E-289,8.39E-161,0.197907088,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,9.04E-04,1.74E-02,1.933335452,0.004386155,-1.031608876,0.397948858,6.300353164,-3.755337538,-2.856925429,-9.932719867,-10.20345991,-10.33327907
408,4.26E-306,3.46E-145,4.05E-290,8.80E-162,0.197905481,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,8.71E-04,1.74E-02,1.933335381,0.004385697,-1.031608878,0.397948418,6.300349176,-3.75535798,-2.857140001,-9.932723937,-10.20346292,-10.33349972
409,4.03E-306,2.04E-146,4.53E-292,1.62E-162,0.197887946,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,8.69E-04,1.74E-02,1.933332082,0.004385444,-1.031608911,0.397948374,6.300088793,-3.755405594,-2.857206049,-9.961656297,-10.20348171,-10.33349992
410,0.00E+00,6.06E-147,1.14E-292,8.59E-163,0.197874626,0,0.000282009,-12564.71692,0.00E+00,4.44E-16,0,8.65E-04,1.74E-02,1.933317166,0.004385109,-1.031608992,0.397948311,6.299459198,-3.755412564,-2.857463102,-9.98523836,-10.20348473,-10.33350012
411,0.00E+00,6.05E-147,7.57E-294,8.08E-163,0.197815943,0,0.000280337,-12564.71692,0.00E+00,4.44E-16,0,8.60E-04,1.74E-02,1.933317166,0.004384467,-1.031609005,0.397948094,6.299459162,-3.755413878,-2.857467731,-9.985673337,-10.20348741,-10.3335003
412,1.3093614761148e-310,2.19E-147,2.83E-294,7.96E-163,0.197815425,0,0.000280337,-12564.71692,0.00E+00,4.44E-16,0,8.32E-04,1.74E-02,1.927860145,0.004383744,-1.031609068,0.397948056,6.299459095,-3.755427155,-2.857622805,-9.985931913,-10.20361123,-10.3335008
413,5.05489058254e-312,5.82E-148,6.84E-296,2.53E-163,0.197815162,0,0.000280337,-12564.71692,0.00E+00,4.44E-16,0,8.32E-04,1.74E-02,1.913810874,0.004383722,-1.031609068,0.397948056,6.299459023,-3.75543031,-2.857754051,-9.986479528,-10.20361267,-10.3335012
414,4.96547884096e-313,5.82E-148,6.83E-296,5.38E-164,0.197799662,0,0.000276571,-12564.71693,0.00E+00,4.44E-16,0,8.30E-04,1.74E-02,1.913810812,0.004383464,-1.03160913,0.397948054,6.299433311,-3.755430452,-2.857869331,-9.995677194,-10.20364498,-10.33350185
415,2.9195113023e-313,5.82E-148,1.76E-299,2.19E-164,0.197798774,0,0.000276059,-12564.71693,0.00E+00,4.44E-16,0,8.30E-04,1.74E-02,1.913809628,0.004381666,-1.031609131,0.397948053,6.299432614,-3.755616425,-2.858071714,-9.995710743,-10.20364519,-10.33350476
416,2.3515419531e-313,5.24E-149,3.24E-301,6.52E-165,0.197798723,0,0.000276059,-12564.71693,0.00E+00,4.44E-16,0,8.29E-04,1.73E-02,1.913799542,0.00438133,-1.031609131,0.397948052,6.2994326,-3.755616434,-2.858273601,-9.997275745,-10.20365729,-10.33350477
417,1.65079265107e-313,5.24E-149,2.48E-301,1.00E-165,0.197797007,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.27E-04,1.73E-02,1.913797938,0.004380386,-1.031609142,0.397947952,6.299431401,-3.755630108,-2.858460616,-9.997275865,-10.20365733,-10.33352482
418,1.47128150153e-313,1.34E-149,1.09E-301,7.79E-166,0.197796895,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.27E-04,1.73E-02,1.913797871,0.004380197,-1.031609146,0.397947924,6.299430931,-3.755630292,-2.858699418,-9.997277776,-10.20365736,-10.33352504
419,6.0655830374e-314,1.33E-149,3.45E-303,3.69E-166,0.197796892,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.26E-04,1.73E-02,1.913516872,0.004380142,-1.031609441,0.397947908,6.299430875,-3.755649352,-2.858744178,-9.997350714,-10.20365754,-10.33352512
420,7.08112579e-315,2.13E-151,1.32E-303,2.48E-166,0.197796867,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.25E-04,1.73E-02,1.913515647,0.004380137,-1.031609481,0.397947827,6.299430875,-3.755651419,-2.858957105,-9.99736406,-10.20366039,-10.33352526
421,2.677686637e-315,5.32E-152,3.24E-304,9.63E-167,0.197715717,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.25E-04,1.73E-02,1.91349867,0.004379975,-1.031609581,0.397947628,6.299430874,-3.755668329,-2.859144883,-9.997365481,-10.20366043,-10.3335253
422,1.3969887e-316,3.27E-152,1.87E-304,7.78E-168,0.197446448,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.25E-04,1.73E-02,1.913498605,0.004377321,-1.031609601,0.397947583,6.299428937,-3.755753907,-2.859488752,-9.998657517,-10.20366062,-10.33353357
423,1.3969565e-316,1.51E-152,1.80E-304,4.28E-168,0.197446445,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.25E-04,1.73E-02,1.913498594,0.004373765,-1.031609668,0.397947439,6.29942862,-3.755754132,-2.859789085,-9.99865792,-10.2036618,-10.33353358
424,5.56662e-318,2.11E-153,2.08E-305,3.13E-168,0.197441691,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.25E-04,1.73E-02,1.913498478,0.004357083,-1.031609941,0.397947437,6.29942862,-3.7557595,-2.860041631,-9.998675492,-10.20366767,-10.33379803
425,5.284595e-318,1.66E-153,2.03E-305,1.19E-168,0.197441686,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.25E-04,1.70E-02,1.913498441,0.004356692,-1.031609943,0.397947143,6.299428578,-3.755759566,-2.860279962,-9.998676561,-10.20366771,-10.33380495
426,4.82629e-318,3.07E-154,2.03E-305,8.59E-170,0.197440782,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.20E-04,1.70E-02,1.913498438,0.00435598,-1.031609967,0.397947141,6.299428547,-3.7557624,-2.860309012,-9.998676574,-10.20366776,-10.33380511
427,2.635104e-318,2.50E-154,4.27E-306,8.18E-170,0.197437705,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.20E-04,1.70E-02,1.913498424,0.004355506,-1.031609968,0.397946883,6.299428125,-3.755764802,-2.860432382,-9.998676585,-10.20366814,-10.33380512
428,1.53698e-318,5.21E-155,2.12E-306,5.57E-170,0.197437231,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,8.20E-04,1.69E-02,1.913497849,0.004355492,-1.031610233,0.397946843,6.29942778,-3.755774048,-2.860449603,-9.998776331,-10.20366814,-10.33380514
429,1.3345e-320,3.66E-155,7.10E-308,2.28E-170,0.197437174,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,7.86E-04,1.69E-02,1.913497806,0.004354919,-1.031610237,0.397946754,6.299427172,-3.755774585,-2.860493198,-9.998778526,-10.20366817,-10.33381662
430,1.3345e-320,3.66E-155,0.00E+00,9.61E-171,0.19743589,0,0.000274886,-12564.71693,0.00E+00,4.44E-16,0,7.86E-04,1.69E-02,1.913497513,0.004354725,-1.031610237,0.397946663,6.299352561,-3.755782867,-2.860572532,-9.998778654,-10.22846526,-10.33381841
431,9e-323,1.20E-155,8.4062778503745e-310,8.39E-171,0.197435833,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.84E-04,1.69E-02,1.913493251,0.004354397,-1.031610264,0.397946638,6.299352525,-3.755785053,-2.860582921,-9.998778691,-10.22846555,-10.3338188
432,0.00E+00,5.99E-156,6.7104076145461e-310,6.08E-171,0.197435692,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.84E-04,1.69E-02,1.913493251,0.004351855,-1.031610277,0.397946574,6.299293249,-3.755785226,-2.860608644,-9.998778706,-10.23511203,-10.33423339
433,0.00E+00,6.58E-158,1.727955884802e-311,4.39E-171,0.197435684,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.82E-04,1.68E-02,1.875588412,0.004351844,-1.031610899,0.397945639,6.299293071,-3.755797228,-2.860782146,-9.998781156,-10.23739334,-10.33423514
434,0.00E+00,2.65E-158,1.683221465474e-311,2.07E-171,0.1974355,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.82E-04,1.67E-02,1.843531728,0.0043509,-1.0316109,0.397945613,6.299292667,-3.755798626,-2.861677653,-9.998784759,-10.2376345,-10.3342383
435,0.00E+00,2.14E-158,1.8308147392e-313,1.25E-171,0.197432257,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.82E-04,1.67E-02,1.843531599,0.004350896,-1.031610905,0.397945563,6.299291588,-3.75580404,-2.862815029,-9.998787336,-10.23763583,-10.33481431
436,0.00E+00,1.08E-158,1.83081454136e-313,1.17E-171,0.197198053,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.80E-04,1.67E-02,1.843531598,0.004350891,-1.031610917,0.397944676,6.299291588,-3.75580673,-2.862815605,-9.998798609,-10.23767944,-10.33549714
437,0.00E+00,5.14E-159,1.94537985e-314,5.50E-172,0.197197944,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.79E-04,1.67E-02,1.843531336,0.004350891,-1.031610941,0.397944674,6.299291588,-3.755807913,-2.862872823,-9.998799016,-10.23768002,-10.33554353
438,0.00E+00,3.82E-159,9.80544647e-316,1.72E-172,0.197197071,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.79E-04,1.67E-02,1.84347001,0.00435088,-1.031611031,0.397944654,6.29929158,-3.755808358,-2.863095491,-9.998974117,-10.23768497,-10.33556255
439,0.00E+00,9.32E-161,7.0567415e-316,3.12E-173,0.197193343,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.72E-04,1.67E-02,1.839601933,0.004350874,-1.031611035,0.397944645,6.299291565,-3.755808565,-2.863314163,-9.999545889,-10.23772207,-10.33563909
440,0.00E+00,5.66E-161,6.22017754e-316,4.85E-174,0.197185443,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.72E-04,1.67E-02,1.83875277,0.004350871,-1.031611039,0.397944632,6.299290931,-3.755812055,-2.863452051,-9.999546252,-10.23772207,-10.33565639
441,0.00E+00,4.71E-161,6.03781475e-316,1.53E-174,0.19718534,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.71E-04,1.67E-02,1.838752767,0.004350832,-1.031611041,0.39794462,6.299290931,-3.755820368,-2.863694298,-9.999546725,-10.23772307,-10.33565718
442,0.00E+00,6.30E-162,3.0760013e-317,1.42E-175,0.197182908,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.71E-04,1.67E-02,1.838750933,0.004350594,-1.031611042,0.397944605,6.29928917,-3.755822835,-2.864688695,-9.999546775,-10.23772448,-10.33582716
443,0.00E+00,5.84E-162,1.801265e-317,3.67E-176,0.197182907,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.71E-04,1.67E-02,1.838574385,0.00435058,-1.031611042,0.397944588,6.299289167,-3.755822859,-2.866187165,-9.999547918,-10.23786151,-10.3364508
444,0.00E+00,2.60E-162,3.16278e-318,1.25E-177,0.197182794,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.71E-04,1.67E-02,1.838344091,0.004328902,-1.031611139,0.397944564,6.299282579,-3.755824588,-2.866363038,-9.999548065,-10.23786155,-10.33645219
445,0.00E+00,1.76E-163,3.16278e-318,1.15E-177,0.197182769,0,0.000271124,-12564.71693,0.00E+00,4.44E-16,0,7.71E-04,1.67E-02,1.838344091,0.004327512,-1.031611215,0.397944351,6.299282492,-3.755826793,-2.866454873,-9.999551231,-10.23821748,-10.33645712
446,0.00E+00,1.76E-163,1.34514e-318,8.30E-178,0.197182769,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.70E-04,1.63E-02,1.838343991,0.004321645,-1.031611331,0.397944349,6.299282472,-3.755827383,-2.866501122,-9.999551333,-10.23821842,-10.33657479
447,0.00E+00,1.76E-163,2.7376e-320,4.43E-178,0.197182758,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.70E-04,1.63E-02,1.838342582,0.004320353,-1.031611485,0.397944347,6.299282413,-3.755827528,-2.866685395,-9.999552235,-10.23821845,-10.33852371
448,0.00E+00,4.49E-164,2.7376e-320,7.74E-179,0.197181846,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.70E-04,1.63E-02,1.838342554,0.004319887,-1.031611493,0.397944344,6.299271216,-3.755827529,-2.867028637,-9.999552253,-10.23821848,-10.33853193
449,0.00E+00,7.63E-166,1.24e-322,1.78E-179,0.197181155,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.70E-04,1.62E-02,1.832778153,0.004319059,-1.031611502,0.397942828,6.299268519,-3.755828475,-2.867049033,-9.999552264,-10.23822969,-10.33853213
450,0.00E+00,7.63E-166,2e-323,2.77E-180,0.197168286,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.70E-04,1.62E-02,1.830228883,0.004318327,-1.031611525,0.397942726,6.299268402,-3.75583263,-2.867418377,-9.999552274,-10.23823159,-10.33856601
451,0.00E+00,3.85E-166,5e-324,2.34E-180,0.197165806,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.70E-04,1.62E-02,1.830225099,0.004317291,-1.031611525,0.397942724,6.29926838,-3.755834073,-2.867509258,-10.01239598,-10.25723707,-10.33856653
452,0.00E+00,8.28E-167,0,6.02E-181,0.19716546,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.70E-04,1.62E-02,1.830222471,0.004310541,-1.031611538,0.397942715,6.299268274,-3.755834899,-2.867853677,-10.01239652,-10.25723735,-10.33858124
453,0.00E+00,4.19E-167,0,2.36E-181,0.197164422,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.70E-04,1.61E-02,1.830215364,0.004307771,-1.031611558,0.397942715,6.299268259,-3.755851093,-2.867992518,-10.01241565,-10.25731949,-10.33858229
454,0.00E+00,1.60E-167,0,1.89E-181,0.197164409,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.70E-04,1.61E-02,1.830212376,0.00430777,-1.031611564,0.397942611,6.29926802,-3.755854554,-2.868044426,-10.0127553,-10.25731958,-10.33885674
455,0.00E+00,3.44E-168,0,8.46E-182,0.197164402,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.69E-04,1.61E-02,1.83017736,0.004307696,-1.031611605,0.397942609,6.299268012,-3.755854991,-2.868450248,-10.01302227,-10.26129112,-10.33885674
456,0.00E+00,2.30E-168,0,3.89E-182,0.197149073,0,0.000268113,-12564.71693,0.00E+00,4.44E-16,0,7.69E-04,1.60E-02,1.830177125,0.004307063,-1.03161164,0.397942268,6.299268011,-3.755855877,-2.868563695,-10.01302228,-10.26152117,-10.33885904
457,0.00E+00,1.89E-168,0,3.21E-182,0.197142603,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.69E-04,1.59E-02,1.830164621,0.004307059,-1.031611643,0.397942234,6.299268004,-3.755855961,-2.868756473,-10.01302236,-10.26173915,-10.33885959
458,0.00E+00,2.61E-169,0,1.06E-182,0.197142509,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.69E-04,1.58E-02,1.811079162,0.004306966,-1.031611646,0.397942191,6.299264904,-3.755857079,-2.869098704,-10.01302239,-10.26174091,-10.33885966
459,0.00E+00,1.33E-169,0,2.76E-183,0.197141121,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.58E-02,1.810338015,0.004306875,-1.031613285,0.397942186,6.299264659,-3.755859278,-2.869222519,-10.01302868,-10.26176163,-10.33889484
460,0.00E+00,3.25E-170,0,2.56E-183,0.197140993,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.57E-02,1.810265339,0.004306758,-1.031613287,0.397942138,6.299264298,-3.755864009,-2.869336426,-10.01302873,-10.26176187,-10.34688113
461,0.00E+00,3.25E-170,0,9.61E-184,0.197140872,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.57E-02,1.81026533,0.004306159,-1.031619194,0.397942117,6.299264291,-3.755866887,-2.869455398,-10.01303734,-10.26176214,-10.34688135
462,0.00E+00,1.47E-170,0,9.30E-184,0.197140625,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.57E-02,1.810265149,0.004303901,-1.031619318,0.397942117,6.298186062,-3.755866941,-2.869621799,-10.01304104,-10.26176221,-10.34739052
463,0.00E+00,4.80E-171,0,2.41E-184,0.197140617,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.57E-02,1.810256298,0.004303863,-1.031619321,0.397942094,6.298186061,-3.755866947,-2.869633062,-10.01304108,-10.26176224,-10.3474393
464,0.00E+00,3.69E-171,0,1.96E-184,0.197140427,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.57E-02,1.810167776,0.004303015,-1.031619328,0.397942065,6.297910482,-3.755868145,-2.869669266,-10.01304108,-10.26176239,-10.34743932
465,0.00E+00,1.71E-171,0,7.81E-186,0.197139266,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.57E-02,1.810167236,0.004302969,-1.031619333,0.397941936,6.29791048,-3.755886857,-2.869726695,-10.01306266,-10.26179309,-10.35141161
466,0.00E+00,7.42E-172,0,4.21E-186,0.197131835,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.57E-02,1.810167204,0.004302927,-1.031619334,0.397941917,6.29791048,-3.755887185,-2.869873801,-10.01306371,-10.26181235,-10.35200335
467,0.00E+00,7.97E-173,0,2.52E-186,0.197117778,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.57E-02,1.810166707,0.004302895,-1.031619685,0.397941904,6.297910354,-3.755887309,-2.869961337,-10.01306372,-10.26181238,-10.35208171
468,0.00E+00,7.97E-173,0,2.04E-186,0.197116924,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.68E-04,1.57E-02,1.810166604,0.004302634,-1.031619687,0.3979417,6.297910064,-3.755887735,-2.870077148,-10.01306489,-10.26181242,-10.35518553
469,0.00E+00,7.97E-173,0,1.20E-186,0.197116755,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.48E-04,1.57E-02,1.810166513,0.004302534,-1.031619791,0.39794156,6.297909201,-3.755891113,-2.870085123,-10.01309708,-10.2618262,-10.3551858
470,0.00E+00,3.63E-173,0,2.70E-187,0.197116669,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.46E-04,1.57E-02,1.810157864,0.004302521,-1.031619862,0.39794156,6.297909199,-3.755892806,-2.870283288,-10.01313663,-10.26182621,-10.35644785
471,0.00E+00,2.81E-173,0,1.05E-187,0.197108151,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.43E-04,1.57E-02,1.810157864,0.004302404,-1.031620159,0.397941545,6.297909137,-3.75591029,-2.870491881,-10.01313669,-10.26182671,-10.35663588
472,0.00E+00,1.81E-174,0,3.48E-188,0.197106736,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.41E-04,1.49E-02,1.81015782,0.004301309,-1.031620381,0.397940058,6.297907281,-3.75591771,-2.870587694,-10.01313671,-10.26196928,-10.35779213
473,0.00E+00,1.22E-174,0,3.88E-189,0.197106553,0,0.000268113,-12564.71694,0.00E+00,4.44E-16,0,7.41E-04,1.44E-02,1.810157816,0.004295797,-1.031620382,0.397940035,6.297906959,-3.755917736,-2.870740517,-10.01313745,-10.26196934,-10.35781239
474,0.00E+00,5.76E-175,0,3.71E-189,0.197106049,0,0.000267515,-12564.71694,0.00E+00,4.44E-16,0,7.41E-04,1.44E-02,1.810157702,0.004291682,-1.031620392,0.397940017,6.297906958,-3.755918583,-2.870863467,-10.01313745,-10.26196936,-10.35781338
475,0.00E+00,1.96E-175,0,1.89E-189,0.197106044,0,0.000267515,-12564.71694,0.00E+00,4.44E-16,0,7.41E-04,1.30E-02,1.810157701,0.00429097,-1.031620396,0.397939907,6.297906956,-3.755919372,-2.870925823,-10.01313749,-10.26206673,-10.3578737
476,0.00E+00,1.01E-175,0,5.73E-190,0.197106033,0,0.000267515,-12564.71694,0.00E+00,4.44E-16,0,7.41E-04,1.29E-02,1.810150278,0.004286874,-1.031620397,0.397939828,6.297901314,-3.755920397,-2.8709297,-10.0131375,-10.26207997,-10.3578737
477,0.00E+00,2.77E-176,0,4.26E-190,0.197102762,0,0.000267515,-12564.71694,0.00E+00,4.44E-16,0,7.41E-04,1.29E-02,1.810150251,0.004285944,-1.031620416,0.397935084,6.297897431,-3.755920521,-2.872741634,-10.01313758,-10.26210844,-10.35787608
478,0.00E+00,1.05E-177,0,2.13E-190,0.197102762,0,0.000267414,-12564.71694,0.00E+00,4.44E-16,0,7.41E-04,1.29E-02,1.81015025,0.004285891,-1.031621052,0.397935047,6.297897258,-3.755922142,-2.872811411,-10.01427099,-10.26210845,-10.3578892
479,0.00E+00,1.05E-177,0,1.25E-190,0.197102111,0,0.000267414,-12564.71694,0.00E+00,4.44E-16,0,7.40E-04,1.29E-02,1.810147071,0.004285612,-1.031621067,0.397935031,6.297897256,-3.755922268,-2.872831008,-10.01427101,-10.26230627,-10.35789383
480,0.00E+00,4.76E-178,0,9.18E-191,0.197101995,0,0.000267414,-12564.71694,0.00E+00,4.44E-16,0,7.37E-04,1.29E-02,1.81014707,0.004284641,-1.031621067,0.397933316,6.297896892,-3.755925125,-2.873118319,-10.0142712,-10.26236479,-10.35789384
481,0.00E+00,1.10E-178,0,6.10E-191,0.197101985,0,0.000267414,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.810147012,0.004278026,-1.031621077,0.397933311,6.297896802,-3.755927393,-2.873560335,-10.01427134,-10.26236533,-10.35789385
482,0.00E+00,2.06E-179,0,4.87E-191,0.197088123,0,0.000267414,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.810145172,0.004277648,-1.031621077,0.397932903,6.297896772,-3.755928251,-2.873651531,-10.01427136,-10.26236535,-10.35789397
483,0.00E+00,2.06E-179,0,3.71E-191,0.197088122,0,0.000263059,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.81014517,0.004274975,-1.031621364,0.397932874,6.297857959,-3.755929818,-2.873656859,-10.01427136,-10.26236535,-10.35790221
484,0.00E+00,4.14E-180,0,3.18E-191,0.197087967,0,0.000263059,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.81014517,0.004274857,-1.031621364,0.397932858,6.297857757,-3.755930473,-2.874094833,-10.01427163,-10.26236535,-10.35790272
485,0.00E+00,2.70E-180,0,2.56E-191,0.197087967,0,0.000263059,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.810144887,0.004274414,-1.031621365,0.397932854,6.29785773,-3.755942625,-2.87426513,-10.01427168,-10.26236537,-10.35791354
486,0.00E+00,6.91E-181,0,1.29E-191,0.197087963,0,0.000263059,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.810134381,0.004272989,-1.031621365,0.39793272,6.29785773,-3.755953036,-2.874326723,-10.01427214,-10.2623654,-10.35791354
487,0.00E+00,6.91E-181,0,8.44E-192,0.197086868,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.810134294,0.004272989,-1.031621732,0.397932364,6.29785773,-3.755963921,-2.874493786,-10.01427218,-10.26236541,-10.35794951
488,0.00E+00,1.32E-181,0,7.75E-192,0.197086836,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.810125322,0.004272254,-1.031621732,0.397932355,6.297857727,-3.755964015,-2.874538446,-10.01427344,-10.26236556,-10.35795298
489,0.00E+00,2.16E-182,0,2.76E-192,0.197076216,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.73152712,0.004271431,-1.031621734,0.397932353,6.297857707,-3.755964212,-2.874592097,-10.01427344,-10.26236556,-10.35796065
490,0.00E+00,1.61E-182,0,1.30E-192,0.197057535,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.731527114,0.004271358,-1.031623425,0.397932352,6.297857698,-3.755964649,-2.874609493,-10.0142738,-10.26236609,-10.35796788
491,0.00E+00,1.46E-182,0,4.06E-193,0.197056961,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.731526242,0.004271227,-1.03162344,0.397932352,6.297857682,-3.75596469,-2.874658437,-10.01427752,-10.26236611,-10.35798539
492,0.00E+00,1.14E-182,0,2.33E-193,0.194574212,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.727436884,0.004270824,-1.031623441,0.397929184,6.297857682,-3.755966849,-2.874986394,-10.01427753,-10.26236614,-10.36047141
493,0.00E+00,5.15E-184,0,2.19E-193,0.194574195,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.727436883,0.004270661,-1.03162346,0.39792915,6.297855331,-3.755966903,-2.874988416,-10.01541896,-10.26236617,-10.36047354
494,0.00E+00,5.15E-184,0,1.64E-193,0.194550668,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.29E-02,1.727436883,0.004270636,-1.03162346,0.39792915,6.297855331,-3.755967379,-2.875019339,-10.01541897,-10.26236711,-10.36047384
495,0.00E+00,4.60E-184,0,1.18E-194,0.194550666,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.28E-02,1.72737116,0.004270631,-1.03162349,0.397929148,6.297855067,-3.756119235,-2.876308886,-10.01541897,-10.26236711,-10.36047395
496,0.00E+00,4.02E-184,0,4.33E-195,0.194550263,0,0.000262671,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.28E-02,1.727318556,0.004270438,-1.031623496,0.397929138,6.297854658,-3.75619368,-2.876401533,-10.01541897,-10.26264464,-10.36047395
497,0.00E+00,2.29E-184,0,4.33E-195,0.194549858,0,0.000261858,-12564.71694,0.00E+00,4.44E-16,0,7.30E-04,1.28E-02,1.727318555,0.004270406,-1.031623518,0.397929138,6.29785378,-3.756193697,-2.876407171,-10.015421,-10.26264563,-10.37489824
