EWOA,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23
309,9.15E-217,9.65E-115,6.13E-211,8.75E-114,0.252279992,0,0.000352729,-12564.51442,0.00E+00,4.44E-16,0,1.17E-03,0.021425784,2.150851211,0.005539234,-1.031592361,0.3980555,6.302510833,-3.753707473,-2.821393179,-9.88028348,-10.08787124,-10.25322045
310,8.32E-217,4.55E-115,5.31E-211,2.70E-114,0.252279354,0,0.000352342,-12564.51442,0.00E+00,4.44E-16,0,1.17E-03,0.020778136,2.14844804,0.005536843,-1.031592383,0.398055429,6.302508505,-3.75370917,-2.824439716,-9.880284536,-10.08787529,-10.25322417
311,2.74E-218,1.97E-115,4.74E-211,1.80E-114,0.252278866,0,0.000340114,-12564.51464,0.00E+00,4.44E-16,0,1.17E-03,2.08E-02,2.147533088,0.005536601,-1.031592424,0.398054904,6.302508493,-3.753710433,-2.824994844,-9.880290349,-10.08787546,-10.25322565
312,4.03E-219,8.55E-116,9.77E-215,1.14E-114,0.252278796,0,0.000340114,-12564.65777,0.00E+00,4.44E-16,0,1.17E-03,2.08E-02,2.147530877,0.005536448,-1.03159243,0.398041874,6.30250838,-3.753716013,-2.825493588,-9.881207292,-10.08787708,-10.25322585
313,1.61E-219,6.84E-116,9.77E-215,1.09E-114,0.25227184,0,0.000340114,-12564.65861,0.00E+00,4.44E-16,0,1.17E-03,2.04E-02,2.147507243,0.005535607,-1.031592519,0.398041854,6.302507742,-3.753723854,-2.825523619,-9.881214687,-10.08788599,-10.25322694
314,4.42E-220,4.75E-116,3.92E-215,4.63E-115,0.252243019,0,0.000340114,-12564.65871,0.00E+00,4.44E-16,0,1.17E-03,2.04E-02,2.147497933,0.005511253,-1.03159495,0.398041853,6.302507583,-3.753770256,-2.828295281,-9.881240139,-10.09060036,-10.25322715
315,4.75E-221,3.47E-116,1.37E-215,3.39E-116,0.252243001,0,0.000340114,-12564.70931,0.00E+00,4.44E-16,0,1.17E-03,2.04E-02,2.147468221,0.005511219,-1.031594954,0.398041618,6.302505806,-3.753775438,-2.828850463,-9.881240652,-10.09060184,-10.2532272
316,4.75E-221,2.78E-116,9.13E-216,7.64E-117,0.251932689,0,0.000337513,-12564.71037,0.00E+00,4.44E-16,0,1.17E-03,2.04E-02,2.144809656,0.005510953,-1.03159509,0.398018008,6.302505754,-3.753776641,-2.830846048,-9.881244104,-10.09176712,-10.25364545
317,4.75E-221,2.17E-116,4.02E-216,6.08E-117,0.251898838,0,0.000337513,-12564.71037,0.00E+00,4.44E-16,0,1.17E-03,2.02E-02,2.144792078,0.005510451,-1.031595352,0.398016757,6.302505653,-3.753783265,-2.830865169,-9.881251923,-10.09182355,-10.2536455
318,3.46E-221,9.62E-117,4.02E-216,2.06E-117,0.251842606,0,0.000335803,-12564.71144,0.00E+00,4.44E-16,0,1.17E-03,2.02E-02,2.144791998,0.005506208,-1.031595355,0.397992486,6.302493956,-3.753783278,-2.830911774,-9.88125241,-10.09182624,-10.25364718
319,1.96E-221,9.43E-117,1.70E-216,3.85E-118,0.251842596,0,0.000335803,-12564.71144,0.00E+00,4.44E-16,0,1.17E-03,2.02E-02,2.144791935,0.005506024,-1.031595376,0.397992405,6.302338334,-3.753783297,-2.831223552,-9.881332616,-10.09289884,-10.25366354
320,1.41E-221,3.71E-117,1.36E-218,2.42E-118,0.251842081,0,0.000335803,-12564.71253,0.00E+00,4.44E-16,0,1.17E-03,2.02E-02,2.144790655,0.005505872,-1.031595408,0.397988896,6.302329196,-3.753836772,-2.831373472,-9.885097665,-10.09294886,-10.25367679
321,1.41E-221,5.77E-118,8.84E-220,2.08E-118,0.251842053,0,0.000335803,-12564.71347,0.00E+00,4.44E-16,0,1.17E-03,2.01E-02,2.144790654,0.005503319,-1.031596456,0.397988874,6.302320607,-3.753845059,-2.831396427,-9.885099133,-10.09297195,-10.2536768
322,2.03E-222,5.67E-118,4.06E-220,9.26E-119,0.251809112,0,0.000335803,-12564.71347,0.00E+00,4.44E-16,0,1.17E-03,2.01E-02,2.144790622,0.005501875,-1.0315989,0.397979924,6.302320124,-3.753845662,-2.831424734,-9.885099901,-10.09297215,-10.25367849
323,2.48E-223,4.57E-118,2.84E-221,5.23E-119,0.251805738,0,0.000333717,-12564.71347,0.00E+00,4.44E-16,0,1.17E-03,2.01E-02,2.144781902,0.005501865,-1.031598936,0.397979898,6.302319976,-3.753847591,-2.831523339,-9.885106954,-10.09297737,-10.25369695
324,2.30E-223,1.87E-118,2.45E-224,7.95E-120,0.251804026,0,0.000333717,-12564.71347,0.00E+00,4.44E-16,0,1.17E-03,2.01E-02,2.144777976,0.005501649,-1.031599063,0.397979388,6.302302792,-3.753849422,-2.831558632,-9.885650125,-10.09298224,-10.25369696
325,2.14E-224,1.10E-119,2.41E-224,7.72E-120,0.251803371,0,0.000333717,-12564.71348,0.00E+00,4.44E-16,0,1.17E-03,2.01E-02,2.144768286,0.005501645,-1.031600276,0.397977351,6.302216474,-3.753876082,-2.83426234,-9.885650127,-10.09302905,-10.25369699
326,7.59E-226,5.74E-120,1.69E-224,1.64E-120,0.251802657,0,0.000333717,-12564.71348,0.00E+00,4.44E-16,0,1.17E-03,2.01E-02,2.144768208,0.005501253,-1.031600329,0.39797732,6.302216473,-3.753929085,-2.834270844,-9.885650128,-10.09307978,-10.25369726
327,1.89E-227,4.25E-120,1.44E-224,1.04E-120,0.251801833,0,0.000333717,-12564.71348,0.00E+00,4.44E-16,0,1.17E-03,2.00E-02,2.144768208,0.005501233,-1.031600343,0.397976778,6.302216398,-3.753947652,-2.834333737,-9.89728732,-10.09673037,-10.25391654
328,1.89E-227,1.27E-120,1.32E-224,5.18E-121,0.251801745,0,0.000333717,-12564.71357,0.00E+00,4.44E-16,0,1.17E-03,2.00E-02,2.144768206,0.004815366,-1.031600364,0.397976699,6.302216368,-3.753949531,-2.834363584,-9.897287817,-10.09673061,-10.25392267
329,1.56E-227,9.72E-121,1.77E-225,1.92E-121,0.251801428,0,0.000333717,-12564.71357,0.00E+00,4.44E-16,0,1.17E-03,2.00E-02,2.14476587,0.004811095,-1.031600398,0.397976627,6.302214198,-3.753950477,-2.834615016,-9.89728795,-10.09695291,-10.25392481
330,3.15E-228,5.84E-121,8.76E-228,2.24E-122,0.251801298,0,0.000333717,-12564.71357,0.00E+00,4.44E-16,0,1.17E-03,2.00E-02,2.144765869,0.004722359,-1.0316004,0.397976502,6.302213403,-3.754160025,-2.834753962,-9.898626293,-10.09695616,-10.25392486
331,3.11E-228,3.72E-121,7.25E-228,5.32E-123,0.251770056,0,0.000333717,-12564.71357,0.00E+00,4.44E-16,0,1.11E-03,2.00E-02,2.144762189,0.004722354,-1.031600425,0.397976491,6.302207542,-3.754168053,-2.835071334,-9.898626526,-10.09765804,-10.25393152
332,4.94E-229,2.06E-121,1.97E-228,8.88E-125,0.25177001,0,0.000333717,-12564.71357,0.00E+00,4.44E-16,0,1.11E-03,2.00E-02,2.144761254,0.004707657,-1.031600431,0.397976453,6.30220754,-3.75417159,-2.835085631,-9.903819926,-10.09765836,-10.25401422
333,3.91E-230,1.91E-121,9.30E-230,8.37E-125,0.251770009,0,0.000333717,-12564.71383,0.00E+00,4.44E-16,0,1.04E-03,2.00E-02,2.144761217,0.004707534,-1.03160047,0.397976419,6.301980441,-3.754178648,-2.835550897,-9.903883178,-10.09766097,-10.25402023
334,3.91E-230,7.59E-122,1.58E-230,4.64E-125,0.251766669,0,0.000333717,-12564.71383,0.00E+00,4.44E-16,0,1.03E-03,2.00E-02,2.144761119,0.004706995,-1.031603645,0.397974327,6.301963543,-3.75417938,-2.835597142,-9.903963825,-10.0976611,-10.25425451
335,3.28E-231,1.96E-122,8.45E-232,9.13E-127,0.250813889,0,0.000333717,-12564.71383,0.00E+00,4.44E-16,0,1.03E-03,2.00E-02,2.144761119,0.004705013,-1.031603652,0.397974315,6.301963289,-3.754255643,-2.8359533,-9.903964439,-10.09766616,-10.25425487
336,3.04E-231,1.84E-122,4.62E-232,6.39E-127,0.25075939,0,0.000329456,-12564.71383,0.00E+00,4.44E-16,0,1.01E-03,2.00E-02,2.144761119,0.00470284,-1.031603689,0.397974145,6.301962505,-3.754256111,-2.836219465,-9.9039657,-10.09778542,-10.25532835
337,1.60E-231,1.33E-122,6.37E-233,1.98E-127,0.249899466,0,0.000325638,-12564.71383,0.00E+00,4.44E-16,0,1.01E-03,2.00E-02,2.144761117,0.004695946,-1.0316037,0.397974142,6.301962408,-3.754256281,-2.836462704,-9.90396605,-10.09778545,-10.25664536
338,9.42E-232,7.36E-123,9.04E-234,6.81E-128,0.249899379,0,0.00032562,-12564.71383,0.00E+00,4.44E-16,0,1.01E-03,2.00E-02,2.144761096,0.004688562,-1.031604647,0.397972065,6.301547163,-3.75434487,-2.836633932,-9.903973359,-10.09781885,-10.25821654
339,1.25E-232,7.33E-123,1.58E-235,3.03E-128,0.249899325,0,0.00032562,-12564.71384,0.00E+00,4.44E-16,0,1.01E-03,2.00E-02,2.14476109,0.004672919,-1.031604648,0.397970873,6.301546636,-3.754361819,-2.836838251,-9.903973366,-10.09790103,-10.25964338
340,8.32E-234,4.76E-123,3.83E-236,2.32E-128,0.249849474,0,0.00032562,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.144760794,0.004669723,-1.031604808,0.397970826,6.301546571,-3.754374786,-2.837026265,-9.903975194,-10.09807063,-10.26038589
341,7.21E-234,3.94E-123,2.23E-236,1.10E-129,0.249849196,0,0.00032562,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.144760794,0.004669629,-1.031604808,0.397970796,6.301546548,-3.754375161,-2.837149571,-9.9040665,-10.09809001,-10.26298081
342,5.90E-234,3.80E-124,6.24E-237,2.99E-130,0.249848905,0,0.00032562,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.144740013,0.004667379,-1.031604808,0.397970778,6.301544838,-3.754378218,-2.837940667,-9.90406704,-10.10012837,-10.26298098
343,4.05E-234,3.80E-124,1.50E-237,1.32E-130,0.249847033,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.144698971,0.004667223,-1.031604843,0.397970757,6.301544763,-3.754378287,-2.838364639,-9.904067184,-10.10123156,-10.26852974
344,7.78E-235,3.35E-124,2.29E-238,7.72E-131,0.249839177,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.144698942,0.004659421,-1.031605335,0.397970722,6.301544756,-3.754378313,-2.838764978,-9.904067186,-10.10123205,-10.26946653
345,2.43E-236,1.59E-125,3.44E-240,6.34E-132,0.249839176,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.144695529,0.004658206,-1.031605427,0.397970694,6.301543322,-3.75438018,-2.838862616,-9.904067197,-10.10123576,-10.26947457
346,1.21E-236,1.59E-125,1.68E-240,4.73E-132,0.249838936,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.144651128,0.0046551,-1.031605458,0.397970691,6.301543215,-3.754380661,-2.839336247,-9.904150793,-10.10126764,-10.26949257
347,8.44E-238,4.77E-126,1.40E-242,2.99E-132,0.24983883,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.144651039,0.004654075,-1.031605983,0.397970666,6.301540743,-3.754380673,-2.840315518,-9.904151641,-10.10130909,-10.26949263
348,2.78E-238,1.14E-126,1.10E-242,1.05E-132,0.249835573,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.144650223,0.004654037,-1.031606062,0.397970545,6.301540392,-3.754381398,-2.840462206,-9.904160576,-10.10131572,-10.26992495
349,3.86E-239,3.50E-127,2.67E-243,2.09E-133,0.249835099,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.14465022,0.004654029,-1.031606148,0.397970311,6.301538087,-3.754463711,-2.840519711,-9.904160579,-10.10131578,-10.27056036
350,6.43E-240,3.50E-127,2.67E-243,1.06E-133,0.249834939,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.14465022,0.004652743,-1.031606152,0.397970088,6.301204201,-3.754497533,-2.840543516,-9.904170082,-10.10630318,-10.27094465
351,5.96E-242,1.40E-127,2.67E-243,8.12E-134,0.249816658,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.01E-03,1.99E-02,2.14465022,0.004652742,-1.031606255,0.397970086,6.301141622,-3.754501777,-2.840626924,-9.904934023,-10.11991323,-10.27094537
352,5.96E-242,1.03E-128,1.40E-243,8.99E-136,0.249806065,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.00E-03,1.99E-02,2.144650218,0.004652536,-1.031606257,0.397967835,6.301141434,-3.754502409,-2.840755235,-9.907475222,-10.13568337,-10.27408168
353,5.96E-242,1.03E-128,1.77E-244,3.75E-136,0.247157908,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,1.00E-03,1.99E-02,2.144650218,0.004652512,-1.031606295,0.397967835,6.301141309,-3.754502512,-2.840857995,-9.907495465,-10.13592696,-10.27408176
354,5.27E-243,6.33E-129,2.30E-247,1.86E-136,0.247154141,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,9.89E-04,1.99E-02,2.144649979,0.004649057,-1.031606299,0.397967817,6.30097961,-3.754510404,-2.841601337,-9.911413428,-10.13594163,-10.27469741
355,6.67E-245,5.10E-129,2.25E-247,1.73E-137,0.247153903,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,9.89E-04,1.99E-02,2.144649979,0.004644614,-1.031606307,0.397966272,6.300914342,-3.754512238,-2.84174767,-9.911414608,-10.14783606,-10.27470855
356,6.67E-245,2.97E-129,5.92E-248,9.63E-138,0.247151082,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,9.89E-04,1.99E-02,2.144649968,0.004644543,-1.031606346,0.397966193,6.300914126,-3.754514407,-2.84221543,-9.911531104,-10.1482079,-10.27470865
357,2.00E-245,1.44E-130,9.03E-249,4.42E-138,0.24713635,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,9.89E-04,1.99E-02,2.144649951,0.00464446,-1.031606372,0.397966164,6.30091369,-3.754515763,-2.842300718,-9.91153114,-10.1482253,-10.27470876
358,1.84E-245,1.44E-130,2.07E-249,2.43E-138,0.247135386,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,9.86E-04,1.99E-02,2.144649951,0.004644438,-1.031606374,0.397966164,6.300913659,-3.754536004,-2.842366648,-9.911541677,-10.14861343,-10.27471089
359,3.51E-246,8.96E-131,2.40E-251,1.54E-138,0.247134173,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,9.86E-04,1.99E-02,2.144649948,0.004644415,-1.031606375,0.397965768,6.300462889,-3.754540007,-2.842393966,-9.911712729,-10.1486352,-10.27471464
360,2.62E-247,4.20E-131,3.59E-252,5.70E-139,0.247124979,0,0.000316283,-12564.71385,0.00E+00,4.44E-16,0,9.86E-04,1.98E-02,2.144649902,0.00464435,-1.031606375,0.397965765,6.300458405,-3.754546905,-2.842443244,-9.91171286,-10.15007631,-10.27477903
361,4.65E-248,1.75E-131,3.26E-253,5.49E-139,0.247124936,0,0.000316283,-12564.71386,0.00E+00,4.44E-16,0,9.86E-04,1.98E-02,2.060451643,0.004643989,-1.031606444,0.397964634,6.300458386,-3.75454718,-2.842502599,-9.911712913,-10.15008695,-10.27479057
362,4.65E-248,7.02E-132,4.57E-254,2.18E-139,0.247069305,0,0.000316283,-12564.71386,0.00E+00,4.44E-16,0,9.86E-04,1.98E-02,2.060226272,0.004643976,-1.031606464,0.397964618,6.300458381,-3.754550308,-2.842555681,-9.91171392,-10.15020612,-10.27479322
363,2.16E-248,3.30E-132,1.87E-254,5.86E-140,0.247069276,0,0.000316283,-12564.71386,0.00E+00,4.44E-16,0,9.86E-04,1.98E-02,2.049628703,0.004643842,-1.031606521,0.397964289,6.300458375,-3.754554237,-2.84256323,-9.911714042,-10.15020873,-10.27481719
364,3.04E-249,2.34E-132,3.44E-255,5.42E-140,0.247069075,0,0.00030712,-12564.71386,0.00E+00,4.44E-16,0,9.86E-04,1.98E-02,2.048034249,0.004643646,-1.031606522,0.397964288,6.30045836,-3.754558493,-2.842612549,-9.911757197,-10.15050576,-10.27567041
365,9.07E-253,1.53E-132,1.91E-256,3.43E-140,0.247069067,0,0.00030243,-12564.71386,0.00E+00,4.44E-16,0,9.78E-04,1.98E-02,2.048034243,0.004643587,-1.03160658,0.39795993,6.300456705,-3.754558817,-2.842615357,-9.911757271,-10.16295679,-10.27628023
366,3.93E-254,3.11E-133,3.31E-259,2.16E-141,0.247067705,0,0.00030243,-12564.71386,0.00E+00,4.44E-16,0,9.78E-04,1.97E-02,2.048033873,0.004643527,-1.031606582,0.397959796,6.300456698,-3.7545594,-2.842736349,-9.911782759,-10.1841889,-10.27632486
367,3.93E-254,3.11E-133,3.31E-259,3.02E-142,0.247066979,0,0.00030243,-12564.71386,0.00E+00,4.44E-16,0,9.76E-04,1.97E-02,2.048033868,0.004643517,-1.031606589,0.397959788,6.300456655,-3.754560809,-2.843214241,-9.911808075,-10.18418897,-10.27636307
368,6.82E-258,2.31E-133,1.07E-259,1.88E-142,0.247066833,0,0.00030243,-12564.71386,0.00E+00,4.44E-16,0,9.76E-04,1.97E-02,2.048033859,0.004643516,-1.031606616,0.397959787,6.300456655,-3.754560816,-2.843217954,-9.91180908,-10.1841898,-10.2766157
369,6.82E-258,1.12E-133,3.61E-260,1.38E-142,0.247059571,0,0.00030243,-12564.71386,0.00E+00,4.44E-16,0,9.76E-04,1.97E-02,2.048032974,0.004643417,-1.031606646,0.39795903,6.300448536,-3.754561485,-2.843218887,-9.911809093,-10.19502611,-10.27665189
370,1.60E-258,2.60E-134,6.14E-261,5.52E-143,0.247059246,0,0.00030243,-12564.71386,0.00E+00,4.44E-16,0,9.76E-04,1.97E-02,2.048032974,0.004643416,-1.031606715,0.397958857,6.300448534,-3.754564309,-2.843230502,-9.911809093,-10.1956787,-10.2766519
371,1.04E-259,2.60E-134,1.87E-262,2.00E-143,0.247048597,0,0.00030243,-12564.71386,0.00E+00,4.44E-16,0,9.76E-04,1.97E-02,2.048032974,0.004641289,-1.031606964,0.39795885,6.3004485,-3.754564794,-2.843556513,-9.911809291,-10.19573271,-10.27677038
372,5.42E-262,5.03E-135,1.25E-262,2.60E-144,0.247048583,0,0.00030243,-12564.71386,0.00E+00,4.44E-16,0,9.76E-04,1.97E-02,2.048032973,0.004641069,-1.031606967,0.39795885,6.300442424,-3.754565362,-2.843725471,-9.911809291,-10.19573311,-10.27678316
373,5.42E-262,3.56E-135,1.25E-262,7.15E-146,0.247001307,0,0.00030243,-12564.71387,0.00E+00,4.44E-16,0,9.73E-04,1.97E-02,2.048030693,0.004640931,-1.031606989,0.39795884,6.300442423,-3.754565521,-2.843728471,-9.911809354,-10.19577347,-10.29659227
374,8.54E-263,1.91E-135,2.21E-263,5.27E-146,0.246999306,0,0.00030243,-12564.71387,0.00E+00,4.44E-16,0,9.71E-04,1.97E-02,2.048020321,0.004640718,-1.031606992,0.397953634,6.300432361,-3.754566273,-2.843728674,-9.911809358,-10.19577538,-10.29853068
375,1.51E-264,1.04E-135,3.54E-264,3.85E-146,0.246999221,0,0.00030243,-12564.71387,0.00E+00,4.44E-16,0,9.69E-04,1.97E-02,2.048020316,0.004640699,-1.031607007,0.397953632,6.300432359,-3.754574935,-2.843992925,-9.91206536,-10.19577651,-10.29853484
376,2.02E-269,2.28E-136,1.35E-264,2.06E-146,0.246999053,0,0.00030243,-12564.71387,0.00E+00,4.44E-16,0,9.69E-04,1.97E-02,2.048020316,0.004640659,-1.031607036,0.397953611,6.300424501,-3.754575093,-2.844188705,-9.912073975,-10.19577664,-10.30217974
377,5.03E-273,2.08E-136,1.69E-266,5.92E-147,0.24656869,0,0.00030243,-12564.71387,0.00E+00,4.44E-16,0,9.69E-04,1.96E-02,2.048020314,0.004640651,-1.031607211,0.397953563,6.300417594,-3.754575372,-2.84432249,-9.912240343,-10.19577964,-10.30237503
378,5.03E-273,1.58E-136,7.09E-267,3.11E-147,0.243165393,0,0.00030243,-12564.71387,0.00E+00,4.44E-16,0,9.68E-04,1.96E-02,2.048020308,0.004640598,-1.031607221,0.397953465,6.300417592,-3.754577884,-2.844365203,-9.912241108,-10.19580277,-10.30237592
379,2.50E-273,9.65E-137,2.24E-267,6.81E-148,0.243135268,0,0.00030243,-12564.71665,0.00E+00,4.44E-16,0,9.43E-04,1.96E-02,2.048015193,0.004640589,-1.031607223,0.39795345,6.300417521,-3.754578006,-2.845241411,-9.912241219,-10.19585274,-10.30237616
380,1.84E-275,9.65E-137,2.24E-267,3.76E-148,0.243122317,0,0.00030243,-12564.71665,0.00E+00,4.44E-16,0,9.30E-04,1.96E-02,2.048015192,0.004640523,-1.031607384,0.397953447,6.300408195,-3.754578916,-2.845570736,-9.913663636,-10.19585651,-10.30238908
381,1.84E-275,9.92E-138,1.59E-269,1.97E-148,0.24261672,0,0.00030243,-12564.71665,0.00E+00,4.44E-16,0,9.27E-04,1.96E-02,2.034393169,0.004640436,-1.031607386,0.397953415,6.300408179,-3.7545796,-2.846212144,-9.913663642,-10.19585652,-10.30238986
382,2.70E-276,9.92E-138,1.72E-271,1.80E-148,0.242440268,0,0.000296456,-12564.71675,0.00E+00,4.44E-16,0,9.14E-04,1.96E-02,2.032723542,0.004640294,-1.0316074,0.397953397,6.300408013,-3.754584297,-2.846476585,-9.913663728,-10.19592827,-10.30238986
383,3.30E-278,5.82E-138,3.56E-272,5.23E-150,0.218739277,0,0.000296456,-12564.71684,0.00E+00,4.44E-16,0,9.14E-04,1.96E-02,2.032715507,0.004640252,-1.031607408,0.397953293,6.300408002,-3.754584298,-2.846789099,-9.919081415,-10.19595005,-10.30239296
384,3.30E-278,3.05E-138,3.42E-272,1.60E-150,0.218580175,0,0.000296456,-12564.71684,0.00E+00,4.44E-16,0,9.14E-04,1.95E-02,2.032715507,0.004638505,-1.031607409,0.39795288,6.30039585,-3.755094409,-2.847191741,-9.919081425,-10.19595008,-10.30239311
385,1.49E-278,5.39E-139,2.40E-272,7.26E-151,0.217304587,0,0.000290383,-12564.71684,0.00E+00,4.44E-16,0,9.13E-04,1.95E-02,2.032715498,0.004625635,-1.031607411,0.397952777,6.300394774,-3.75512741,-2.847574056,-9.919749152,-10.19595897,-10.30263831
386,1.46E-279,5.60E-140,1.38E-273,3.30E-151,0.217303848,0,0.000290383,-12564.71684,0.00E+00,4.44E-16,0,9.13E-04,1.95E-02,2.032715498,0.004625634,-1.03160742,0.397952721,6.300393067,-3.755127411,-2.847914118,-9.91974952,-10.19809756,-10.30263878
387,3.24E-280,5.45E-140,6.75E-274,1.08E-151,0.216266531,0,0.000289333,-12564.71684,0.00E+00,4.44E-16,0,9.13E-04,1.95E-02,2.032715492,0.004502406,-1.031607421,0.397952605,6.300393065,-3.755129183,-2.847930231,-9.919750636,-10.19809808,-10.30263878
388,2.93E-282,3.28E-140,5.82E-274,2.90E-153,0.207322433,0,0.000289333,-12564.71684,0.00E+00,4.44E-16,0,9.13E-04,1.91E-02,2.032715491,0.004463615,-1.031607502,0.397952448,6.300392941,-3.755131286,-2.848016471,-9.919750699,-10.19810115,-10.30263943
389,5.39E-284,2.62E-140,1.56E-274,1.81E-153,0.206177434,0,0.000289333,-12564.71684,0.00E+00,4.44E-16,0,9.13E-04,1.90E-02,2.032504265,0.00443811,-1.031607504,0.397952367,6.300378074,-3.755131743,-2.848889608,-9.919759484,-10.20040125,-10.30264008
390,1.08E-287,2.51E-140,9.14E-276,9.51E-154,0.206170282,0,0.000289333,-12564.71684,0.00E+00,4.44E-16,0,9.12E-04,1.90E-02,2.032503807,0.004431306,-1.031607591,0.397952327,6.30037711,-3.755133638,-2.852177191,-9.919820325,-10.20172796,-10.30264245
391,1.08E-287,1.86E-140,9.14E-276,5.23E-154,0.203557023,0,0.000289333,-12564.71684,0.00E+00,4.44E-16,0,9.12E-04,1.90E-02,2.032503806,0.004425931,-1.031607634,0.397952302,6.30036824,-3.755136896,-2.853250951,-9.919858218,-10.20173089,-10.30264253
392,1.08E-287,1.58E-140,3.47E-276,4.00E-155,0.203556976,0,0.000289333,-12564.71684,0.00E+00,4.44E-16,0,9.11E-04,1.90E-02,2.0325038,0.004424172,-1.031607643,0.397952277,6.300367747,-3.755136985,-2.854241611,-9.919858399,-10.20243844,-10.30264255
393,7.33E-289,9.04E-141,1.09E-276,1.32E-155,0.203450266,0,0.000289333,-12564.71684,0.00E+00,4.44E-16,0,9.11E-04,1.89E-02,2.0325038,0.004424071,-1.031607643,0.397952254,6.300367746,-3.755138568,-2.854365224,-9.923630393,-10.20243845,-10.30264286
394,1.60E-291,2.62E-141,5.94E-281,6.28E-156,0.200257579,0,0.000289333,-12564.71684,0.00E+00,4.44E-16,0,9.11E-04,1.89E-02,2.032503769,0.004423735,-1.031607843,0.397951972,6.300367552,-3.755139804,-2.854450133,-9.926926869,-10.20243861,-10.30264295
395,1.46E-291,2.03E-141,4.51E-281,7.69E-157,0.198952609,0,0.000288021,-12564.71684,0.00E+00,4.44E-16,0,9.11E-04,1.86E-02,2.032493822,0.004421614,-1.031608098,0.39795197,6.300367548,-3.755143547,-2.854624286,-9.926950808,-10.20243986,-10.30264325
396,1.34E-291,1.96E-141,3.88E-281,3.05E-157,0.198950074,0,0.000284842,-12564.71684,0.00E+00,4.44E-16,0,9.10E-04,1.80E-02,2.032493822,0.004408107,-1.0316081,0.397951965,6.300367546,-3.755143823,-2.854713581,-9.926951149,-10.20281966,-10.30264371
397,7.68E-294,1.42E-141,3.87E-281,2.08E-157,0.198301467,0,0.000284842,-12564.71684,0.00E+00,4.44E-16,0,9.10E-04,1.79E-02,2.031960911,0.004403885,-1.031608101,0.397951898,6.300367479,-3.755143828,-2.854749911,-9.926957435,-10.20282246,-10.30264407
398,4.12E-297,1.42E-141,1.72E-281,1.47E-157,0.198298786,0,0.000284842,-12564.71686,0.00E+00,4.44E-16,0,9.10E-04,1.76E-02,2.03194043,0.004395444,-1.031608103,0.397949136,6.300353324,-3.755145466,-2.854943445,-9.92695982,-10.20282256,-10.30264407
399,2.64E-297,3.53E-142,2.85E-283,6.60E-158,0.198298678,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,9.10E-04,1.76E-02,1.934105515,0.00439544,-1.031608115,0.397949135,6.300353319,-3.755146682,-2.855044012,-9.927159833,-10.20282268,-10.3158984
400,1.99E-297,2.81E-142,2.80E-283,3.78E-158,0.198298478,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,9.09E-04,1.74E-02,1.933339011,0.004394703,-1.031608167,0.397949129,6.300353308,-3.755331261,-2.855507677,-9.932343156,-10.20282628,-10.31590189
401,4.89E-298,2.81E-142,6.82E-285,1.13E-158,0.198291639,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,9.09E-04,1.74E-02,1.933338524,0.004393938,-1.031608567,0.397949122,6.300353308,-3.755333554,-2.855614663,-9.932484691,-10.20284124,-10.33203381
402,1.07E-300,2.81E-142,4.79E-285,7.43E-159,0.19801754,0,0.000282009,-12564.71686,0.00E+00,4.44E-16,0,9.08E-04,1.74E-02,1.933338524,0.004392466,-1.031608672,0.397949093,6.300353278,-3.755334052,-2.85563167,-9.932484779,-10.20284699,-10.33203439
